IOC.15.1,English.Name,Latin.Name,NestType_BU,NestType_CP,NestType_CR,NestType_CV,NestType_DM,NestType_HC,NestType_NO,NestType_O,NestType_PL,NestType_PN,NestType_SA,NestType_SC,NestType_SP,NestType_M,NestSBS_A,NestSBS_B,NestSBS_C,NestSBS_G,NestSBS_K,NestSBS_N,NestSBS_P,NestSBS_R,NestSBS_S,NestSBS_T,NestSBS_W,NestSBS_Z
35202,Tocuyo Sparrow,Arremonops tocuyensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35203,Five-striped Sparrow,Amphispiza quinquestriata,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35206,Black-throated Sparrow,Amphispiza bilineata,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35217,Lark Sparrow,Chondestes grammacus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35220,Lark Bunting,Calamospiza melanocorys,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35221,Chipping Sparrow,Spizella passerina,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35228,Clay-colored Sparrow,Spizella pallida,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35229,Black-chinned Sparrow,Spizella atrogularis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
35234,Field Sparrow,Spizella pusilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
35237,Brewer's Sparrow,Spizella breweri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35241,Worthen's Sparrow,Spizella wortheni,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35244,Sierra Nevada Brushfinch,Arremon basilicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35246,Perija Brushfinch,Arremon perijanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35248,Costa Rican Brushfinch,Arremon costaricensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35250,Black-headed Brushfinch,Arremon atricapillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35253,Caracas Brushfinch,Arremon phaeopleurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35255,Paria Brushfinch,Arremon phygas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35257,Grey-browed Brushfinch,Arremon assimilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35263,White-browed Brushfinch,Arremon torquatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35267,Orange-billed Sparrow,Arremon aurantiirostris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35278,Black-capped Sparrow,Arremon abeillei,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35280,Maranon Sparrow,Arremon nigriceps,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35282,Golden-winged Sparrow,Arremon schlegeli,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35287,Yellow-mandibled Sparrow,Arremon axillaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35289,Pectoral Sparrow,Arremon taciturnus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35292,Sao Francisco Sparrow,Arremon franciscanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35293,Half-collared Sparrow,Arremon semitorquatus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35295,Stripe-crowned Sparrow,Arremon dorbignii,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
35297,Saffron-billed Sparrow,Arremon flavirostris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35301,Green-striped Brushfinch,Arremon virenticeps,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35304,Chestnut-capped Brushfinch,Arremon brunneinucha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35318,Sooty-faced Finch,Arremon crassirostris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35320,Olive Finch,Arremon castaneiceps,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35322,Sooty Fox-sparrow,Passerella unalaschcensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35330,Slate-coloured Fox-sparrow,Passerella schistacea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35336,Thick-billed Fox-sparrow,Passerella megarhyncha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35342,Red Fox-sparrow,Passerella iliaca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35345,American Tree Sparrow,Passerella arborea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
35348,Volcano Junco,Junco vulcani,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35349,Guadalupe Junco,Junco insularis,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
35351,Dark-eyed Junco,Junco hyemalis,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
35367,Yellow-eyed Junco,Junco phaeonotus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35373,Baird's Junco,Junco bairdi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35375,Rufous-collared Sparrow,Zonotrichia capensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35406,White-crowned Sparrow,Zonotrichia leucophrys,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35412,Golden-crowned Sparrow,Zonotrichia atricapilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35413,Harris's Sparrow,Zonotrichia querula,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35414,White-throated Sparrow,Zonotrichia albicollis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35415,Sagebrush Sparrow,Artemisiospiza nevadensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35417,Bell's Sparrow,Artemisiospiza belli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35422,Striped Sparrow,Oriturus superciliosus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35425,Vesper Sparrow,Pooecetes gramineus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35430,LeConte's Sparrow,Ammospiza leconteii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35431,Seaside Sparrow,Ammospiza maritima,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35441,Nelson's Sparrow,Ammospiza nelsoni,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35445,Saltmarsh Sparrow,Ammospiza caudacuta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35448,Baird's Sparrow,Passerculus bairdii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35449,Henslow's Sparrow,Passerculus henslowii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35452,Savannah Sparrow,Passerculus sandwichensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35469,Belding's Sparrow,Passerculus guttatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35472,San Benito Sparrow,Passerculus sanctorum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35474,Large-billed Sparrow,Passerculus rostratus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35477,Sierra Madre Sparrow,Xenospiza baileyi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35478,Song Sparrow,Melospiza melodia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
35518,Lincoln's Sparrow,Melospiza lincolnii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35522,Swamp Sparrow,Melospiza georgiana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35526,Large-footed Finch,Pezopetes capitalis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35527,Zapata Sparrow,Torreornis inexpectata,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35531,Rusty-crowned Ground-sparrow,Melozone kieneri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35535,Canyon Towhee,Melozone fusca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35546,White-throated Towhee,Melozone albicollis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35550,Abert's Towhee,Melozone aberti,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35554,California Towhee,Melozone crissalis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35563,White-eared Ground-sparrow,Melozone leucotis,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35564,Grey-crowned Ground-sparrow,Melozone occipitalis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35568,Prevost's Ground-sparrow,Melozone biarcuata,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35571,Costa Rican Ground-sparrow,Melozone cabanisi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
35573,Rusty Sparrow,Aimophila rufescens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35581,Rufous-crowned Sparrow,Aimophila ruficeps,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35600,Oaxaca Sparrow,Aimophila notosticta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35601,Green-tailed Towhee,Pipilo chlorurus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35602,Spotted Towhee,Pipilo maculatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35624,Socorro Towhee,Pipilo socorroensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35626,Eastern Towhee,Pipilo erythrophthalmus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35631,Bermuda Towhee,Pipilo naufragus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35632,Collared Towhee,Pipilo ocai,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35638,Rufous-capped Brushfinch,Atlapetes pileatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35641,White-naped Brushfinch,Atlapetes albinucha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
35651,Yellow-thighed Brushfinch,Pselliophorus tibialis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
35652,Yellow-green Brushfinch,Pselliophorus luteoviridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35653,Moustached Brushfinch,Atlapetes albofrenatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35655,Merida Brushfinch,Atlapetes meridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35657,Tepui Brushfinch,Atlapetes personatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35664,Santa Marta Brushfinch,Atlapetes melanocephalus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35665,Ochre-breasted Brushfinch,Atlapetes semirufus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35672,Yellow-headed Brushfinch,Atlapetes flaviceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35673,Dusky-headed Brushfinch,Atlapetes fuscoolivaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35674,White-rimmed Brushfinch,Atlapetes leucopis,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35675,White-headed Brushfinch,Atlapetes albiceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35676,Rufous-eared Brushfinch,Atlapetes rufigenis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35678,Choco Brushfinch,Atlapetes crassus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35680,Golden-crowned Brush-finch,Atlapetes tricolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35682,Slaty Brushfinch,Atlapetes schistaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35687,Taczanowski's Brushfinch,Atlapetes taczanowskii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35689,Pale-naped Brushfinch,Atlapetes pallidinucha,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35692,Antioquia Brushfinch,Atlapetes blancae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35693,Yellow-breasted Brushfinch,Atlapetes latinuchus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35703,Black-fronted Brushfinch,Atlapetes nigrifrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35705,White-winged Brushfinch,Atlapetes leucopterus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35708,Cream-crowned Brushfinch,Atlapetes paynteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35710,Pale-headed Brushfinch,Atlapetes pallidiceps,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
35711,Bay-crowned Brushfinch,Atlapetes seebohmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35715,Rusty-bellied Brushfinch,Atlapetes nationi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35718,Apurimac Brushfinch,Atlapetes forbesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35720,Black-spectacled Brushfinch,Atlapetes melanopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35721,Vilcabamba Brushfinch,Atlapetes terborghi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35722,Cuzco Brushfinch,Atlapetes canigenis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35724,Black-faced Brushfinch,Atlapetes melanolaemus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35726,Bolivian Brushfinch,Atlapetes rufinucha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35729,Fulvous-headed Brushfinch,Atlapetes fulviceps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35730,Yellow-striped Brushfinch,Atlapetes citrinellus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35731,Western Chat-tanager,Calyptophilus tertius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35733,Eastern Chat-tanager,Calyptophilus frugivorus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35737,Black-crowned Palm-tanager,Phaenicophilus palmarum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35738,Grey-crowned Palm-tanager,Phaenicophilus poliocephalus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35742,Green-tailed Warbler,Microligea palustris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35745,White-winged Warbler,Xenoligea montana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35746,Puerto Rican Tanager,Nesospingus speculiferus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35747,Western Spindalis,Spindalis zena,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35753,Hispaniolan Spindalis,Spindalis dominicensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35755,Puerto Rican Spindalis,Spindalis portoricensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35757,Jamaican Spindalis,Spindalis nigricephala,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35759,Wrenthrush,Zeledonia coronata,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35760,Yellow-headed Warbler,Teretistris fernandinae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35761,Oriente Warbler,Teretistris fornsi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35764,Yellow-breasted Chat,Icteria virens,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35767,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
35768,Bobolink,Dolichonyx oryzivorus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35769,Western Meadowlark,Sturnella neglecta,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35772,Eastern Meadowlark,Sturnella magna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35788,Chihuahuan Meadowlark,Sturnella lilianae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35791,Red-breasted Meadowlark,Leistes militaris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35793,White-browed Meadowlark,Leistes superciliaris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35795,Peruvian Meadowlark,Leistes bellicosus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35798,Long-tailed Meadowlark,Leistes loyca,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35803,Pampas Meadowlark,Leistes defilippii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35805,Yellow-billed Cacique,Amblycercus holosericeus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35810,Yellow-winged Cacique,Cassiculus melanicterus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35811,Chestnut-headed Oropendola,Psarocolius wagleri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35814,Russet-backed Oropendola,Psarocolius angustifrons,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35819,Green-billed Oropendola,Psarocolius oleagineus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35823,Dusky-green Oropendola,Psarocolius atrovirens,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35824,Crested Oropendola,Psarocolius decumanus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35829,Green Oropendola,Psarocolius viridis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35830,Olive Oropendola,Psarocolius bifasciatus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35835,Montezuma Oropendola,Psarocolius montezuma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35836,Black Oropendola,Psarocolius guatimozinus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35837,Baudo Oropendola,Psarocolius cassini,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35838,Solitary Cacique,Cacicus solitarius,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35839,Golden-winged Cacique,Cacicus chrysopterus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35840,Selva Cacique,Cacicus koepckeae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35841,Ecuadorian Cacique,Cacicus sclateri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35842,Yellow-rumped Cacique,Cacicus cela,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35844,Black-tailed Cacique,Cacicus flavicrissus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35847,Scarlet-rumped Cacique,Cacicus microrhynchus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35849,Pacific Cacique,Cacicus pacificus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35851,Subtropical Cacique,Cacicus uropygialis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35853,Mountain Cacique,Cacicus chrysonotus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35858,Band-tailed Cacique,Cacicus latirostris,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35859,Casqued Cacique,Cacicus oseryi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35860,Red-rumped Cacique,Cacicus haemorrhous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35864,Scott's Oriole,Icterus parisorum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35865,Yellow-backed Oriole,Icterus chrysater,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35870,Audubon's Oriole,Icterus graduacauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35875,Jamaican Oriole,Icterus leucopteryx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35879,Orange Oriole,Icterus auratus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35880,Altamira Oriole,Icterus gularis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35888,Yellow Oriole,Icterus nigrogularis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
35893,Bullock's Oriole,Icterus bullockiorum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
