Order,Family,Genus,Scientific name,Survival,Age at first breeding,Max longevity,Range centroid of latitude,Body mass,Mean clutch size,Freshwater,Marine,Terrestrial,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Diet,Nocturnal,Forest
PASSERIFORMES,Oriolidae,Oriolus,Oriolus consanguineus,NA,NA,NA,1.8,64,NA,0,0,y,0,0,Not a Migrant,2070000,NA,NA,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus cruentus,NA,NA,NA,-7.35,NA,NA,0,0,y,0,0,Not a Migrant,58400,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus traillii,NA,NA,NA,22.35,73.66,2.5,0,0,y,0,0,Full Migrant,5200000,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus mellianus,NA,NA,NA,26.07,93,NA,0,0,y,600,1700,Full Migrant,236000,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus xanthornus,NA,NA,15.5,20.32,56.3,3,0,0,y,0,0,Not a Migrant,10700000,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus brachyrynchus,NA,NA,NA,2.3,49.02,2,0,0,y,0,0,Not a Migrant,6280000,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus crassirostris,NA,NA,NA,0.22,50,NA,0,0,y,0,1600,Not a Migrant,640,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus chlorocephalus,NA,NA,NA,-7.9,70.91,NA,0,0,y,0,0,Not a Migrant,640000,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus mocha,NA,NA,NA,9.59,70.91,NA,0,0,y,0,0,Not a Migrant,656000,Omnivore,0,0
PASSERIFORMES,Oriolidae,Oriolus,Oriolus larvatus,NA,NA,NA,-11.66,66.1,2,1,0,y,0,0,Not a Migrant,10500000,Omnivore,0,0
PASSERIFORMES,Oriolidae,Oriolus,Oriolus percivali,NA,NA,NA,-0.96,61,NA,0,0,y,0,0,Not a Migrant,600000,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus nigripennis,NA,NA,NA,2.64,56.7,NA,0,0,y,0,0,Not a Migrant,5940000,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus oriolus,NA,0.999452355,14.8,50.23,79,3.5,0,0,y,0,2400,Full Migrant,26600000,Omnivore,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus kundoo,NA,NA,NA,32.5,NA,NA,0,0,y,0,2400,Full Migrant,4650000,NA,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus auratus,NA,NA,NA,-4.64,66.2,2,0,0,y,0,1850,Full Migrant,14300000,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus chinensis,NA,NA,6.3,28.54,82.6,2,0,0,y,0,0,Full Migrant,21100000,FruiNect,0,1
PASSERIFORMES,Oriolidae,Oriolus,Oriolus tenuirostris,NA,NA,NA,21.47,81.38,3,0,0,y,0,0,Full Migrant,1600000,FruiNect,0,1
PASSERIFORMES,Paramythiidae,Oreocharis,Oreocharis arfaki,NA,NA,NA,-4.85,19.7,NA,0,0,y,2200,2800,Nomadic,580000,FruiNect,0,1
PASSERIFORMES,Paramythiidae,Paramythia,Paramythia olivacea,NA,NA,NA,-4.11,41.79,1,0,0,y,2150,4100,Not a Migrant,52600,NA,NA,1
PASSERIFORMES,Paramythiidae,Paramythia,Paramythia montium,NA,NA,NA,-6.3,NA,NA,0,0,y,2150,4100,Not a Migrant,178000,FruiNect,0,1
PASSERIFORMES,Oreoicidae,Aleadryas,Aleadryas rufinucha,NA,NA,NA,-5.15,40.5,2,0,0,y,1200,3600,Not a Migrant,697000,Invertebrate,0,1
PASSERIFORMES,Oreoicidae,Ornorectes,Ornorectes cristatus,NA,NA,NA,-4.21,79,NA,0,0,y,0,0,Not a Migrant,857000,Invertebrate,0,1
PASSERIFORMES,Oreoicidae,Oreoica,Oreoica gutturalis,NA,NA,NA,-27.02,62.8,2.5,0,0,y,0,0,Not a Migrant,6910000,Invertebrate,0,0
PASSERIFORMES,Cinclosomatidae,Ptilorrhoa,Ptilorrhoa leucosticta,NA,NA,NA,-5.15,49.2,2,0,0,y,1200,2700,Not a Migrant,669000,Invertebrate,0,1
PASSERIFORMES,Cinclosomatidae,Ptilorrhoa,Ptilorrhoa castanonota,NA,NA,NA,-5.01,69.7,1.5,0,0,y,0,0,Not a Migrant,878000,Invertebrate,0,1
PASSERIFORMES,Cinclosomatidae,Ptilorrhoa,Ptilorrhoa caerulescens,NA,NA,5.6,-5.06,49,2,0,0,y,0,0,Not a Migrant,1050000,Invertebrate,0,1
PASSERIFORMES,Cinclosomatidae,Ptilorrhoa,Ptilorrhoa geislerorum,NA,NA,NA,-8.03,NA,NA,0,0,y,0,0,Not a Migrant,98000,NA,0,1
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma ajax,NA,NA,NA,-6.87,65.27,NA,0,0,y,0,800,Not a Migrant,549000,Invertebrate,0,1
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma punctatum,NA,NA,4.7,-33.51,113.31,2.5,0,0,y,0,0,Not a Migrant,1420000,Invertebrate,0,1
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma castanotum,NA,NA,8.1,-28.81,73.33,2,0,0,y,0,0,Not a Migrant,4290000,Invertebrate,0,0
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma margitum,NA,NA,NA,-26.22,62.42,2.5,0,0,y,0,0,Not a Migrant,1650000,NA,NA,0
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma castaneothorax,NA,NA,NA,-26.9,NA,NA,0,0,y,0,0,Not a Migrant,553000,Invertebrate,0,0
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma alisteri,NA,NA,NA,-30.52,56.14,2.5,0,0,y,0,0,Not a Migrant,79700,NA,NA,0
PASSERIFORMES,Cinclosomatidae,Cinclosoma,Cinclosoma cinmomeum,NA,NA,NA,-27.61,NA,NA,0,0,y,0,0,Not a Migrant,918000,Invertebrate,0,0
PASSERIFORMES,Falcunculidae,Falcunculus,Falcunculus whitei,NA,NA,NA,-15.28,27.94,2.5,0,0,y,0,0,Not a Migrant,164000,NA,NA,1
PASSERIFORMES,Falcunculidae,Falcunculus,Falcunculus leucogaster,NA,NA,NA,-33.21,NA,NA,0,0,y,0,0,Not a Migrant,199000,NA,0,1
PASSERIFORMES,Falcunculidae,Falcunculus,Falcunculus frontatus,NA,NA,13.7924425,-33.23,NA,NA,0,0,y,0,0,Not a Migrant,4640000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Melanorectes,Melanorectes nigrescens,NA,NA,NA,-5.39,76.9,1.5,0,0,y,0,0,Not a Migrant,719000,Omnivore,0,1
PASSERIFORMES,Pachycephalidae,Coracornis,Coracornis raveni,NA,NA,NA,-1.99,36,NA,0,0,y,0,0,Not a Migrant,119000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Coracornis,Coracornis sanghirensis,NA,NA,NA,3.51,32.34,NA,0,0,y,500,0,Not a Migrant,8,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala olivacea,NA,NA,5.7,-37.51,41.2,2.5,0,0,y,0,0,Not a Migrant,910000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala rufogularis,NA,NA,NA,-34.55,36.6,2.5,0,0,y,0,0,Not a Migrant,152000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala inornata,NA,NA,11.87777778,-32.06,30.8,3,0,0,y,0,0,Not a Migrant,2820000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala nudigula,NA,NA,NA,-8.64,27.52,NA,0,0,y,0,0,Not a Migrant,61600,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala schlegelii,NA,NA,NA,-5.35,22.7,2,0,0,y,1300,3650,Not a Migrant,744000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala soror,NA,NA,NA,-5.45,24.8,1.5,0,0,y,0,0,Not a Migrant,809000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala caledonica,NA,NA,NA,-21.34,22.67,2,0,0,y,0,0,Not a Migrant,22600,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala richardsi,NA,NA,NA,-5.96,34.47,NA,0,0,y,1200,2000,Not a Migrant,3000,NA,NA,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala implicata,NA,NA,NA,-9.7,NA,NA,0,0,y,1200,2000,Not a Migrant,930,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala meyeri,NA,NA,NA,-1.01,19,NA,0,0,y,970,1450,Not a Migrant,17700,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala lorentzi,NA,NA,NA,-4.15,19.4,NA,0,0,y,1750,3800,Not a Migrant,72400,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala modesta,NA,NA,NA,-6.51,18.3,NA,0,0,y,1130,3600,Not a Migrant,221000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala tenebrosa,NA,NA,NA,7.45,46,NA,0,0,y,0,0,Not a Migrant,2300,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala philippinensis,NA,NA,NA,11.36,22.3,2.5,0,0,y,0,0,Not a Migrant,661000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala sulfuriventer,NA,NA,NA,-1.72,21.4,NA,0,0,y,0,0,Not a Migrant,267000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala hypoxantha,NA,NA,NA,2.3,27.52,NA,0,0,y,0,0,Not a Migrant,552000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala cinerea,NA,NA,5.666666667,5.02,21,2,0,0,y,0,0,Not a Migrant,7600000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala albiventris,NA,NA,NA,15.73,21.1,NA,0,0,y,0,0,Not a Migrant,233000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala homeyeri,NA,NA,NA,8.37,25.82,NA,0,0,y,0,0,Not a Migrant,653000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala teysmanni,NA,NA,NA,-6.1,30.36,2,0,0,y,0,0,Not a Migrant,830,NA,NA,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala fulvotincta,NA,NA,NA,-8.58,NA,NA,0,0,y,0,0,Not a Migrant,323000,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala phaionota,NA,NA,NA,-1.21,27.52,2,0,0,y,0,550,Not a Migrant,453000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala hyperythra,NA,NA,NA,-4.38,27.7,2,0,0,y,0,0,Not a Migrant,785000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala griseiceps,NA,NA,NA,-6.37,17.4,2,0,0,y,0,1550,Not a Migrant,2600000,NA,NA,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala simplex,NA,NA,NA,-12.58,NA,NA,0,0,y,0,1550,Not a Migrant,263000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala arctitorquis,NA,NA,NA,-7.67,27.52,NA,0,0,y,0,0,Not a Migrant,93200,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala orpheus,NA,NA,NA,-8.9,27.52,NA,0,0,y,0,1200,Not a Migrant,48600,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala griseonota,NA,NA,NA,-1.36,22.38,NA,0,0,y,0,0,Not a Migrant,503000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala mocha,NA,NA,NA,-6.24,27.52,NA,0,0,y,0,0,Not a Migrant,799000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala leucogastra,NA,NA,NA,-5.09,18.5,NA,0,0,y,0,0,Not a Migrant,321000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala rufiventris,88.95,1,15.24109589,-25.55,22.48,2.5,0,0,y,0,0,Full Migrant,11800000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala lanioides,NA,NA,15.7,-16.61,38.69,1.5,0,0,y,0,0,Not a Migrant,2010000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala orioloides,NA,NA,NA,-8.1,NA,NA,0,0,y,0,0,Not a Migrant,386000,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala femini,NA,NA,NA,-11.65,NA,NA,0,0,y,0,0,Not a Migrant,990,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala flavifrons,NA,NA,NA,-13.74,41.45,NA,0,0,y,0,0,Not a Migrant,4800,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala jacquinoti,NA,NA,NA,-18.65,51.75,2,0,0,y,0,0,Not a Migrant,2100,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala vitiensis,NA,NA,NA,-17.46,NA,NA,0,0,y,0,0,Not a Migrant,174000,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala mentalis,NA,NA,NA,0.65,NA,NA,0,0,y,0,0,Not a Migrant,64300,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala par,NA,NA,NA,-8.02,NA,NA,0,0,y,0,0,Not a Migrant,3600,NA,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala pectoralis,NA,NA,18,-30.7,NA,NA,0,0,y,0,0,Not a Migrant,20500000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala melanura,NA,NA,NA,-16.28,23.8,2.5,1,1,y,0,0,Not a Migrant,6190000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Pachycephala,Pachycephala aurea,NA,NA,NA,-5.49,27.52,NA,1,0,y,0,0,Not a Migrant,298000,Invertebrate,0,0
PASSERIFORMES,Pachycephalidae,Pseudorectes,Pseudorectes ferrugineus,NA,NA,NA,-5.37,93.91,1,0,0,y,0,0,Not a Migrant,1350000,Omnivore,0,1
PASSERIFORMES,Pachycephalidae,Pseudorectes,Pseudorectes incertus,NA,NA,NA,-5.33,82.46,NA,0,0,y,0,100,Not a Migrant,10000,Omnivore,0,1
PASSERIFORMES,Pachycephalidae,Colluricincla,Colluricincla tenebrosa,NA,NA,NA,-4.31,53.37,NA,0,0,y,1400,2500,Not a Migrant,132000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Colluricincla,Colluricincla megarhyncha,88,NA,19.3,-10.61,32.34,2.5,0,0,y,0,0,Not a Migrant,7150000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Colluricincla,Colluricincla boweri,76,NA,7,-17.33,43.8,2.5,0,0,y,400,0,Not a Migrant,68600,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Colluricincla,Colluricincla harmonica,NA,NA,14.83844469,-25.65,65.8,2.5,0,0,y,0,0,Not a Migrant,12200000,Invertebrate,0,1
PASSERIFORMES,Pachycephalidae,Colluricincla,Colluricincla woodwardi,NA,NA,NA,-16.13,54.5,2.5,0,0,y,0,0,Not a Migrant,1070000,Invertebrate,0,0
PASSERIFORMES,Psophodidae,Androphobus,Androphobus viridis,NA,NA,NA,-4.42,41,NA,0,0,y,1400,2700,Not a Migrant,110000,Invertebrate,0,1
PASSERIFORMES,Psophodidae,Psophodes,Psophodes nigrogularis,NA,NA,NA,-34.34,44.52,2,0,0,y,0,0,Not a Migrant,518000,Invertebrate,0,0
PASSERIFORMES,Psophodidae,Psophodes,Psophodes olivaceus,NA,0.5,12.31506849,-30.87,62.36,2,0,0,y,0,0,Not a Migrant,1590000,Invertebrate,0,1
PASSERIFORMES,Psophodidae,Psophodes,Psophodes occidentalis,NA,NA,NA,-24.85,39.64,2.5,0,0,y,0,0,Not a Migrant,3120000,Omnivore,0,0
PASSERIFORMES,Psophodidae,Psophodes,Psophodes cristatus,NA,NA,NA,-29.37,40.71,2.5,1,0,y,0,0,Not a Migrant,1080000,Omnivore,0,0
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius rufiventer,NA,NA,NA,26.59,43,NA,0,0,y,1525,2650,Not a Migrant,1080000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius aeralatus,NA,NA,NA,22.37,38.67,3,0,0,y,0,0,Altitudil Migrant,13200000,NA,NA,1
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius flaviscapis,NA,NA,NA,-7.42,NA,NA,0,0,y,0,0,Altitudil Migrant,148000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius xanthochlorus,NA,NA,NA,29.11,14.3,3,0,0,y,0,0,Altitudil Migrant,4390000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius melanotis,NA,NA,NA,23.62,13.3,4.5,0,0,y,0,0,Not a Migrant,4170000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pteruthius,Pteruthius aenobarbus,NA,NA,NA,19.96,27.4,2,0,0,y,0,0,Not a Migrant,5660000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Erpornis,Erpornis zantholeuca,NA,NA,NA,17.11,11.8,2.5,0,0,y,180,3300,Not a Migrant,10400000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Cyclarhis,Cyclarhis gujanensis,NA,NA,NA,-10.19,28.8,2.5,0,0,y,0,3100,Not a Migrant,21700000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Cyclarhis,Cyclarhis nigrirostris,NA,NA,NA,3.86,31.9,NA,0,0,y,1300,2700,Not a Migrant,285000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus amaurocephalus,NA,NA,NA,-14.58,11.59,NA,0,0,y,0,1100,Not a Migrant,3620000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus poicilotis,NA,NA,NA,-25.2,10.4,NA,0,0,y,0,1900,Not a Migrant,983000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus olivaceus,NA,NA,NA,-5.87,12,NA,0,0,y,600,1600,Not a Migrant,266000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus pectoralis,NA,NA,NA,-9.78,11.6,NA,0,0,y,0,600,Not a Migrant,7790000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus viridiflavus,NA,NA,NA,8.44,11.66,2.5,0,0,y,0,1200,Not a Migrant,118000,NA,NA,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus flavipes,NA,NA,NA,8.18,NA,NA,0,0,y,0,1200,Not a Migrant,1350000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus insularis,NA,NA,NA,11.24,NA,NA,0,0,y,0,0,Not a Migrant,350,NA,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus semicinereus,NA,NA,NA,-4.11,13,NA,0,0,y,0,600,Not a Migrant,5270000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus thoracicus,NA,NA,NA,-19.99,13.8,NA,0,0,y,0,900,Not a Migrant,300000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus griseiventris,NA,NA,NA,-3.53,NA,NA,0,0,y,0,900,Not a Migrant,5270000,NA,0,1
PASSERIFORMES,Vireonidae,Hylophilus,Hylophilus brunneiceps,NA,NA,NA,1.89,9.9,NA,0,0,y,0,0,Not a Migrant,668000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireolanius,Vireolanius melitophrys,NA,NA,NA,18.16,34.7,NA,0,0,y,1350,1500,Not a Migrant,495000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireolanius,Vireolanius pulchellus,NA,NA,NA,14.91,24,NA,0,0,y,0,1800,Not a Migrant,1100000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireolanius,Vireolanius eximius,NA,NA,NA,8.67,28.23,NA,0,0,y,0,1700,Not a Migrant,345000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireolanius,Vireolanius leucotis,NA,NA,NA,-3.59,26,NA,0,0,y,0,2100,Not a Migrant,6560000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireolanius,Vireolanius mikettae,NA,NA,NA,2.17,NA,NA,0,0,y,0,2100,Not a Migrant,169000,NA,0,1
PASSERIFORMES,Vireonidae,Tunchiornis,Tunchiornis ochraceiceps,NA,NA,NA,-2.14,11.6,2,0,0,y,0,1600,Not a Migrant,10600000,NA,NA,1
PASSERIFORMES,Vireonidae,Tunchiornis,Tunchiornis luteifrons,NA,NA,NA,1.82,NA,NA,0,0,y,0,1600,Not a Migrant,1510000,NA,0,1
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia hypochrysea,NA,NA,NA,20.42,12.2,NA,0,0,y,0,2000,Not a Migrant,649000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia decurtata,NA,NA,NA,11.98,8.49,2,0,0,y,0,1500,Not a Migrant,3580000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia hypoxantha,NA,NA,NA,-5.8,17,NA,0,0,y,0,900,Not a Migrant,4980000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia muscicapi,NA,NA,NA,-2.1,11.7,NA,0,0,y,0,1100,Not a Migrant,4370000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia aurantiifrons,NA,NA,NA,9.08,9.5,NA,0,0,y,0,1900,Not a Migrant,1070000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Pachysylvia,Pachysylvia semibrunnea,NA,NA,NA,5.06,11.4,NA,0,0,y,450,2100,Not a Migrant,244000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo sclateri,NA,NA,NA,4.71,11.2,NA,0,0,y,600,2000,Not a Migrant,625000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo philadelphicus,NA,1,9.833333333,51.98,11.5,4,0,0,y,0,0,Full Migrant,4530000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo leucophrys,NA,0.913838992,13.1,2.46,12.3,NA,0,0,y,1000,2500,Not a Migrant,8500000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo gilvus,51.3,1,13.1,45.21,12.67,4,0,0,y,1100,3000,Full Migrant,16700000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo flavoviridis,NA,0.999452355,10,18.2,17.59,2.5,0,0,y,0,1700,Full Migrant,3190000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo magister,NA,NA,NA,19.32,15.4,2,0,0,y,0,0,Not a Migrant,240000,FruiNect,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo olivaceus,59.85,1,12,15.53,16.06,4,0,0,y,0,1500,Full Migrant,52900000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo altiloquus,NA,NA,NA,20.76,18.97,2.5,0,0,y,0,3000,Full Migrant,3240000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo gracilirostris,NA,0.999452355,10,-3.86,16.5,NA,0,0,y,0,60,Not a Migrant,22,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo vicinior,NA,NA,6,35.29,12.8,4,0,0,y,1000,1700,Full Migrant,1490000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo huttoni,61.45,1,13.5,30.65,11.3,4,0,0,y,900,3500,Not a Migrant,4080000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo flavifrons,56.6,1,6.1,38.91,18,4,0,0,y,0,0,Full Migrant,5300000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo carmioli,NA,NA,NA,9.47,13.1,2,0,0,y,1800,3300,Not a Migrant,10800,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo masteri,NA,NA,NA,3.17,11.2,NA,0,0,y,1100,1600,Not a Migrant,3100,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo cassinii,57,0.997354874,7.416666667,45.33,14.7,4,0,0,y,500,3000,Full Migrant,2430000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo plumbeus,53.2,0.997354874,7.408333333,33.99,16.4,4,0,0,y,1000,3100,Full Migrant,4940000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo solitarius,45.1,1,7.42,51.01,15.3,4,0,0,y,0,0,Full Migrant,6640000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo osburni,NA,NA,NA,18.16,19.9,NA,0,0,y,500,2200,Not a Migrant,13500,Omnivore,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo modestus,NA,NA,NA,18.16,9.6,2.5,0,0,y,0,1500,Not a Migrant,13500,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo nus,NA,NA,NA,19.09,10.5,2,0,0,y,0,1200,Not a Migrant,69200,Omnivore,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo bellii,55.15,1,9.083333333,34.81,8.5,4,0,0,y,0,2000,Full Migrant,4930000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo latimeri,71,NA,16.83333333,18.22,12,3,0,0,y,0,900,Not a Migrant,7900,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo brevipennis,NA,NA,NA,18.21,11.8,NA,0,0,y,1200,3000,Not a Migrant,202000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo atricapilla,NA,1,12,29.22,8.99,4,0,0,y,0,2000,Full Migrant,601000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo nelsoni,NA,NA,NA,18.56,9.4,NA,0,0,y,1000,2500,Not a Migrant,206000,Invertebrate,0,0
PASSERIFORMES,Vireonidae,Vireo,Vireo pallens,NA,NA,NA,18.96,11,2.5,0,0,y,0,0,Not a Migrant,2380000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo caribaeus,NA,NA,NA,12.53,9.3,2,0,0,y,0,0,Not a Migrant,21,FruiNect,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo bairdi,NA,NA,NA,20.44,12,NA,0,0,y,0,0,Not a Migrant,550,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo griseus,52.1,1,10.91666667,34.73,11.4,4,0,0,y,0,1500,Full Migrant,6050000,Invertebrate,0,1
PASSERIFORMES,Vireonidae,Vireo,Vireo crassirostris,NA,NA,NA,24.02,13.01,2.5,0,0,y,0,0,Full Migrant,539000,Invertebrate,0,1
